Sentence_before,Sentence,Sentence_after,Filename,Year,Match,Phrase Key,Is Death Euphemism? (Yes/No)
"hædre det med deres nærværelse . “ Louise omfavnede glædedrukken Alfred så fast ,",som om hun frygtede for af miste ham .,Alfred skød hende blidt til side og vendte sig derpå til grev st . Germain :,1880_Andersen_DenGodeAlvilda.txt,1880,miste ham,miste* ham,No
"nye udtryk , stadigt , hyllet i poesiens fjerham , at have vingerne spredte til flugt gennem alle",stemningens himle og alle tankens dybder ; han,længtes efter i hyggelig ro at sidde stille på sin gren og blundende gemme sit trætte hoved,1880_JacobsenJP_NielsLyhne.txt,1880,himle,himl*,No
"„ Alle dages ende er endnu ikke kommen , unge herre , “ sagde den gamle Bonde . „ Vor herre lever","endnu , og han vil ikke lade os omkomme i den","elendighed ; til ham sætter jeg min lid ! “ „ Ja , han er en mægtig herre , mod hvis vælde",1873_WintherC_DenFredloesesSoen_2.txt,1873,omkomme,omkom*,Yes
"Mama lagde strikketøjet sammen . Hun så’ strengt på sin yngste datter . Det var dog for galt , sådan en stads , som pigebørnene gjorde af den fyr . Agnete havde oven i købet bundet det nye silkebånd i sit hår . Dér sad nu den røde roset højt oppe i frisuren foran kammen mellem sidekrøllerne , som faldt ned over tindingerne , og bare hun bevægede hovedet , svajede den koket frem og tilbage . Ja , selv Karin Maria havde sandelig","farmoders perlenål i fichuen — den , som ellers kun kom frem ved højtidelige lejligheder ! — og Beate havde konfirmationshjertet om halsen . Mama så’ det nok ; men da det nu engang var sket , var det bedst at lade , som om man ikke mærkede noget ;","hun kneb bare munden betænksomt til , da hun langsomt og ordentligt lagde det vidtløftige strikketøj sammen . Men hvad var nu det ? . . . Var det ikke jomfru fiken oppe fra bakken , som gjorde sig ærinde — naturligvis kun for at få „ Stamherren “ at se !",1897_MallingM_Munkeboda.txt,1897,kom frem,kom* frem,No
hun ringte på pigen . » Hr . Våge talte ikke noget om middagen ? «,"» Nej — bare , at han ikke kom hjem til",frokost . « Så kom han altså til middag . Han blev,1895_WormMueller_Stormen.txt,1895,kom hjem,kom* hjem,No
"at blive en uafhængig mand , og som jyde holdt han mere af Knud end af svend .","morgenen efter , den 27de August 1147 , udåndede",kong Erik . Solen skinnede sommervarm på st . Knuds kirke og kloster og på,1897_Gioerup_DronningOgHirdmand.txt,1897,udåndede,udånde*,Yes
"om en tung byrds var taget fra hendes sjæl , og hun hviskedee : „ Gud være lovet , nu kan jeg gå bort i fred ! “",Hun lukkede sine øjne og var død . —,"der skulle være stort selskab på hammer til ære for dets mange og kære gæster , på grund af hvilket frøken",1871_Juel_Zigeunerbarnet.txt,1871,lukkede sine øjne,lukke* sine øjne,Yes
"kastede , hvor underligt det end lyder , en mørk skygge ind i Arnolds liv . Hun ville se ham lykkelig gift ,",før hun lukkede sine øjne ; — men han elskede en,"anden kvinde end den , hun havde udset til hans brud . Dette gjorde , at han ikke kunne betro moderen sit",1897_HansenR_NielsArnam.txt,1897,lukkede sine øjne,lukke* sine øjne,Yes
", der begyndtes af ærgjærrighed og vedligeholdtes af partilidenskaber ; ikke heller om de miljoner , den opslugte ; vi ville-kun sige , at den nordiske tiårskrig satte Danmark et århundrede tilbage i velstand og oplysning . På en glimrende måde , ja sejrrige gik dets krigere ud af kampen ; men riget var svækket i sin grundvold . I Sverig havde en energisk konges eksempel vakt folkeånden ; med fuld bevidsthed havde svenskerne rejst sig i masse og så at sige holdt fædrelandet i vejret på deres skuldre . I Danmark havde krigen derimod haft en modsat virkning ;","folkel var åndigt sovet ind ; med trusler og slag dreves de bort fra ploven til en kamp , der ingen national genklang fandt i deres bryst ; med kolde blik og stum harme fulgte de regeringens bud , en regering , der med undtagelse af Frederik og nogle få","ædlinge var sammensat af lutter udanske elementer . Den velgerning , man i 1699 havde tiltænkt bønderne , efterhånden at løsne vornedskabets lænke , tilintetgjordes af krigen ; for at få soldater og penge , tilsidesattes alle andre hensyn . Jorde-godsejerne forpligtede sig til at skaffe begge dele og til gengæld overlod man dem Hals og hånd over bønderne ; derpå sank denne folkets kærne dybere og dybere tilbage i trællestanden ; de mistede rådigheden over deres børn , over frugterne af deres arbejde , over dem selv ; de hørte som det øvrige kvæg til gårdens besætning . Frederik",1887_Rumohr_PeterTordenskjold.txt,1887,sovet ind,sov* ind,No
"ordrer , udskældende til højre og venstre . C . B . Kvist lå i sengen , beundrede hans Peter Korneliussens","dygtighed , blev beroliget , sov ind igen ,","let forbavset over , at Korneliussen gad have det Mas .",1888_SchandorphS_BirgittesSkaebne.txt,1888,sov ind,sov* ind,No
det for unødvendigt . Atter er et par år forløbne . Den gamle,"købmand sanloz er afgået ved døden , og",Martin har ved denne lejlighed trukken sig ud af forretningen ag selv grundet en i samme Branche .,1887_Anonym_ArvesagenEllerSoesterkaerlighedOgProkuratorkneb.txt,1887,afgået ved døden,afg* ved døden,Yes
"„ Se nu er vi midt ude i den vildene skov , “ sagde jeg . „ Jeg begynder at blive ganske ængstelig , “ sagde Estrid og få sig omkring .","„ Hvorfor ? Du er da vel ikke bange for , at vi skulle omkomme ynkelig af hunger ? det behøver du","ikke at frygte for , så længe vi er på Sjællands grund . “ „ Men sæt , vi nu ikke kunne sinde vejen ud af denne skov igen ? “",1875_Scharling_MinHustruOgJeg.txt,1875,omkomme,omkom*,Yes
"bøjede sig sammen og slog sig på knæerne med høje klask , mens de gav sig som om de",var færdig at omkomme .,"„ Den tippe Tue , den tippe Tue ! Fanen te løjsert !"" råbte en af dem .",1887_SkramA_SjurGabrielHellemyrsfolket.txt,1887,omkomme,omkom*,Yes
spiste næsten intet . Tilsidst blev han rigtig syg . Thora var,fortvivlet og angst for at miste ham . Lægen,gav hende ingen trøst : der var jo ikke noget at gøre ved sådan en lille en .,1893_AndersenT_EnArbejdersDoetre.txt,1893,miste ham,miste* ham,Yes
"— vi tør næppe , sagde hendes mand . — et eneste minut . . . de to små stakler",ville ellers omkomme .,Vognen standsede og Peter ravn sprang ned . Han tog et barn på hver arm og vendte tilbage,1878_RygaardHa_PerlefiskerensSoen_2.txt,1878,omkomme,omkom*,Yes
"Rurik satte sig tavs og nedbøjet ved vinduet , og moderen , som endnu tænkte på præstens ord , gik hen til kaminen og stirrede mørk i de glødende kul , medens hun støttede sit hoved mod den frem springende gesims og mumlede : „ Og den stigende sol skuer ued gennem røg på deu sværtede mur og en grusdynge stor . “","Starnitsko forlod hallen og røsten strækkede de svære lemmer , bøjede sit høved , gabede og sov ind igen .","3 . Målet nær , går håbet tabt .",1875_Lassen_KongGormsSoennerEllerKorsOgSvaerd.txt,1875,sov ind,sov* ind,No
"ham og stødte sin kniv i hans strube , så blodet .sprøjtede omkring . Rallende sank han sammen og",udåndede kort efter .,"« ha , det var let arbejde ! » råbte Jakob , mens Mogens koldblodigt tørrede sin kniv .",1877_EwaldHF_NielsBrahe_2.txt,1877,udåndede,udånde*,Yes
"hørtes Rantzows røst . « således , ? råbte han , « skulle alle forrædere","omkomme ! Men gud være takket , Folkens , der","findes ikke mange af den sort blandt eder . » I det samme kom Dohna til , og da han hørte ,",1899_EwaldHF_DanielRantzow.txt,1899,omkomme,omkom*,Yes
"Han holdt et brev med udenlandske stempler i sin hånd , som han lagde fra sig på det nærmeste","bord og gik bort , lige så stille , som han","var trådt ind . Hans plustru var den eneste , hvem hans nærværelse alvorlig forulempede ; hendes gæster",1882_Schjoerring_SkillesOgMoedes.txt,1882,gik bort,g* bort,No
"lider af så tunge syner . Det bæres mig for , at jeg ikke har mange år tilbage , og falder","Kjeld , skal jeg gå i graven som sidste mand","af min slægt , og mit signet og adelige mærke skal lægges med mig i mulde stundom gør",1895_Bondesen_ElskovsKringelgang.txt,1895,gå i graven,g* i graven,Yes
"ånd , og hun lå flere timer og kastede sig i sengen , førend hun kunne falde i søvn . Jeg ser mig","imidlertid ikke i stand til at oplyse , om hun sov ind","under påvirkning af gode eller onde ånder ; men jeg må antage , at det sidste var tilfældet ; thi , da",1873_Thorson_DeToVenner_1.txt,1873,sov ind,sov* ind,Yes
Han gik fra det ene rum til det andet ; men intetsteds fandt han hvile . Til sidst overmandede trætheden,"ham , og han sov ind på det ensomme leje ;","men hvert øjeblik skræmtes han op ved den indre uro , der rasede i ham , og med hver opvågnen følte han",1870_Laessoee_TilMaalet.txt,1870,sov ind,sov* ind,No
"den udsigt , at han måske kunne hæve hende på Danmarks trone , når hans fader , efter at have besteget","den , afgik ved døden , ville bevæge hende til at","give ham sin hånv . En forbindelse mellem hende , datteren af den rige marsk albrechfsen , og den fattige",1873_WintherC_DenFredloesesSoen_2.txt,1873,afgik ved døden,afg* ved døden,Yes
"eller ikke , er noget som vi ikke ved . Vi ved derimod noget andet , og det er , af kongen døde .",Den 13 . Øecember 1863 udåndede Frederik den,"syvende ' hans lig blev ført hertil , udstillet på lastrum",1875_Karstens_GrevindeDanner_2.txt,1875,udåndede,udånde*,Yes
"det var og blev kun en sisyphussteen . I de sidste år var jeg hans eneste fortrolige , for",mig alene udåndede han sin smerte : et par af de,"mange breve vil bedst vise det ; det første er fra samme år , som Marie var død .",1890_MoellerEH_Overlaegen.txt,1890,udåndede,udånde*,No
"i hans sidste oieblikke , og som til gengæld derfor var bleven hans arving . Ak , det smertede mig","dybt at høre , at han var vandret heden ; den ædle",mand havde alletider haft et åbent hjerte for den forladte og sørgende og havde flere gange,1877_Borring_FaergemandensDatter_2.txt,1877,vandret heden,vandr* heden,Yes
"ansvar at leve . “ At stænge sig inde bag en klostermur er eu uem opfindelse . Men så måtte det ske ,","fra man blev født , til man gik i graven , så tidligt ,","at barnet ej mindtes sin moders bryst , ynglingen ej en kvindes øje .",1877_Gloeersen_Sigurd.txt,1877,gik i graven,g* i graven,Yes
"— jeg ved det ikke . — lad os tænke os det , lad os tænke , at","han en skøn dag kom hjem og sagde : „ Se , her",er min hustru og her er mit barn ! “ Hvor jeg ville blive henrykt og begejstret .,1878_RygaardHa_PerlefiskerensSoen_2.txt,1878,kom hjem,kom* hjem,No
"Hans angst , der havde våget og spejdet og jaget hver tanke og vendt","og vejet hver tvivl , sov ind i denne","stille time . Han sad der som en gammel mand , der har lidt så meget ,",1896_EwaldC_CordtsSoen.txt,1896,sov ind,sov* ind,No
"moder have levet endnu og mit hjerte ville være forbleven frit for de bebrejdelser , hvormed det nu",må gå i graven . “,Xxvii . Fristeren .,1882_EK_ElnaEllerKaerlighedOgHad.txt,1882,gå i graven,g* i graven,No
"„ Det er mit ønske , at du begiver dig tilbage fil Stockholm , naturligvis på min bekostning , og afleverer disse penge og værdipapirer på de steder , hvor du har modtaget dem . Det er en selvfølge , at du skal overbringe dem alle min inderligste tak for deres deltagelse i min skæbne , og netop fordi du har op-trådt i dit eget navn , vil det være dig let at forklare dem grunden fil , at de erholder deres penge tilbage . Jeg kan ikke ' modtage disse uden at udsætte mig for menneskenes foragt og for","en mand , der gennem hele sit liv har stræbt efter at vinde og bevare menneskenes agtelse vil det være lettere og behageligere at gå i graven som en tigger end som en svindler og moralsk usling . “","Bengt stirrede forbløffet på ivarsøn , og han sad i nogle sekunder rådvild , om han fluide opfatte dette som alvorlig tale . Også han troede at kj ude ærens bydende , men det var ham dog ikke klart , at Ivarsons ære kunne lide noget skår ved at han sattes i stand til at begynde en ny virksomhed .",1875_SoerensenC_IvarIvarson.txt,1875,gå i graven,g* i graven,Yes
i samme nu gjorde hans tanker omkring : han havde altså blot indladt sig på,sammensværgelsen for at tage afsked med livet,"på en flot måde . Ved hans komme til staden var der intet , der i den grad havde fyldt ham",1899_HansenJ_Neropolis.txt,1899,afsked med livet,afsked med livet,Yes
prækestol ! “ Moderen vidste ikke noget bedre middel,til at få fred end at give ham en halv flaske,"bajersk øl , som hun havde stående i et skab . „ Nå , du er en rar en , “ brummede han ,",1883_Thorson_DenForlorneSoen.txt,1883,få fred,f* fred,No
"basarerne , og ind i et privathus ville jeg ikke gå ; jeg kunne måske også vente til",jeg kom hjem ; det ville tage et kvarters tid .,"det var slet ikke sagt , at jeg kunne få beholde en slurk vand heller ; min mave tålte",1890_Hamsun_Sult.txt,1890,kom hjem,kom* hjem,No
Radich afskediget som følge af insubordination . v .,"Det 18de århundrede gik til sine fædre ,","og det 19de begyndte sit kredsløb . Noget nyt , hvortil historien ikke kan opvise",1886_Kieler_EnOppositionsmand.txt,1886,gik til sine fædre,g* til sine fædre,Yes
"«kære broder. Fader besvimede i går formiddag i sit værelse. Bragtes i seng. O kære broder, han",hensov nu i Morges kl. 7. Venter dig snarest.,"frederikke.» drømmene opløftede i kor et skrig, og fore bort.",1893_Broendsted_Frihed.txt,1893,hensov,hensov*,Yes
"Kai var meget søvnig ; men dette syn var ham så nyt og forunderligt , at han hele tiden måtte tvinge sine tunge øjenlåg op for at se , om hun sad der endnu . Jo , hun sad der virkelig ! Hun blev ved at sidde der ! Hver gang han missede op til hende med sine små søvnige øjne , nikkede hun blot rolig smilende , som ville hun sige : » Vær tryg ! Jeg bliver hos dig . «","Og Kai sov ind med en glad følelse af noget , han aldrig før havde kendt — en dunkel fornemmelse af noget lunt og hyggeligt , — af et stille , roligt velvære — en lykkelig , barnlig tillid — en uendelig tryghedsfølelse ! —","i doktorboligens lille have gik Kai få dage efter rundt og rundt om græsplænen med hænderne på ryggen og filosoferede . Huen sad som sædvanlig langt nede i nakken , men de blå øjne med de lange sorte vipper var dybsindig fæstede til jorden .",1898_Blicher-Clausen_IngaHeine.txt,1898,sov ind,sov* ind,No
"Johanne var træt og længtes efter at komme til ro , men Aksel gik ned i rygesalonen for at ryge en cigar og læse aviser . Han fik1 også fat i et københavnsk dagblad , men da dets indhold ikke formåede at fængsle hans interesse ret længe , blev han siddende , forskanset bag det , og lod tankerne dvæle ved den nys gennemlevede dag , hans første dag som ægtemand .","Da faldt hans øje pludselig på navnet — Mimi kunder — det vakte ham af hans drømmeri . At min trofaste hustru , vort barns kærlige , alt-opofrende moder , er afgået ved døden , efter et langt og smerteligt sygeleje , bekjendtgjøres herved af hendes efterlevende .",Mimi funder Peter Emil funder garvermester .,1891_Tuxen_PaaLovensGrund.txt,1891,afgået ved døden,afg* ved døden,Yes
Hans utålmodighed . . . hans uro og ængstelse var for stærk .,"Han formåede ikke at vente til han kom hjem , med",at læse brevet . han glattede det ud og gennemløb det hurtigt .,1876_Hjelm_OerkenensSlange_1.txt,1876,kom hjem,kom* hjem,No
"» Ve eder , i frafaldne , i som ikke kende til barmhjertighed ! Liv for liv , øje for øje og tand","for tand . Den , der gribe til sværd , skal omkomme","ved sværd . Forbandelse over dig , du samiske stamme ! Du taber din evige salighed , siger",1879_Kieler_AndreFraKautokejno.txt,1879,omkomme,omkom*,Yes
"betragt mig dog som din kæreste ven . Du har ingen Broder , ingen søster , din moder er","vandret heden , og din fader er dig fremmed , da","du aldrig var i hans hus ; aldrig barnligt ømt turde nærme dig ham ; du er opvokset med mig ,",1877_Vinter_EbbaBraheEllerKongensBrud.txt,1877,vandret heden,vandr* heden,Yes
"sig om i døren og rømmede sig kaldende , og en hedebokone , der skulle tage sig af Karis","lig , kom frem i den åbne dør . » Ingen klitfolk",må komme i mit hus ! « sagde Didrik til hedebokonen og lukkede døren til . Else,1890_Haagensen_Sejr.txt,1890,kom frem,kom* frem,No
"„ Det er ikke rotter med af kappede ekstremiteter ? “ spurgte han og løste gehænget afsig . „ Rotter ! fy , hr . løjtnant ! “ sagde hun og tilkastede ham et bebrejdende blik .","„ He , da jeg gjorde tjeneste på java , stegte vi , gammelen himle med mig , ofte små nydelige hvide rotter og fyldte skindet med hakket hestekød og lavede wurste af det ; — de kunne godt kysse mig nu for det , kære lille frøken ! “","Wurste ! wurste ! wurste . . . ! “ skreg Danske-peter og sprang op fra bordet med feg-tende arme i luften . „ Wurste , wurste ! ha — ha — ha — ha — å a ! “ skraldede det fra tyskeren på stolen , der gabte , skreg og slog sig på låret som en gal chimpanser .",1889_Trafall_DanskePeterssmuleHollandsreise.txt,1889,himle,himl*,No
og Olafs vegne ; hun gik hen og hviskedee til sin Broder :,„ Gå bort og lad mig tale moder til rette ; jeg,er vant dertil . “ Hun flød ham sagtelig ud gennem døren og,1881_Schjoerring_DenGamleHerregaard.txt,1881,gå bort,g* bort,No
"nærmelse ; det var jo næsten som en tilståelse af , at hun ikke var mere end syv præstegårde . Alligevel imødegik hun ikke denne gang naturbarnet Annas naive bemærkning , enten det nu var på grund af fremsætterindens ubetydelighed eller på grund af varmen . Hun trak den hvide molis solhat længere ned i panden , lagde sig træt tilbage og lukkede de sortfrynsede øjelåg .","Liska gik for at bede stuepigen dække kaffebord i lindelysthuset ; hun vidste , at faderen satte pris på en kop , når han kom hjem fra en anstrengende sognerejse . Da hun kom tilbage , gav hun Anna et slag over den kraftige ryg-","— tik ! — råbte hun og tog til bens ud af nøddegangen med Anna i fuld fart efter sig . Fru Nelly rejste sig halvt op i stolen og så ud gennem gangen , der , hvor den åbnede for udsigten til den grønne plæne med blomsterrabatterne ; hun så på kapløbet med stigende interesse . — skyggen fra nøddegangen faldt på den ene side af den store plæne ,",1899_Kirkegaard_Provstinden.txt,1899,kom hjem,kom* hjem,No
"Schumacher , der vel vidste , af det gamle ord : „ Ude af øje ude af sind , “ fortrinsvis gælder ved et Hof , udbrød hurtig : „ Det ville være af dræbe mig ! Uden forretninger og — hvorfor skal jeg ikke sige det rent ud ? — uden af være i eders nådes nærhed vil det gå med mig som det går blomsten , der ikke kan nyde godt af den smilende og varmende sol",". Dersom min virksomme ånd ikke havde forretninger af beskæftige sig med , og dersom jeg blev revet bort fra eder , herre konge , da ville jeg sygne hen og gå tilgrunde . “","Kongen klappede ham venligt på skulderen . „ I skal være ved frejdigt mod , Peder Schumacher . I ved endnu ikke hvad det er , af være ægtemand , så af i gør eder urigtige forestillinger derom . Eders be",1874_SoerensenC_KongensYndling.txt,1874,revet bort,revet bort,No
"* ¹³? i det , jeg sagde til dem i går Morges , stod så","ikke asketræs-alleen i går aftes , da de sov ind ,","for dem i en så dejlig en skikkelse , som de aldrig har set den i om dagen ? «",1880_Rosing_EnRomantiker.txt,1880,sov ind,sov* ind,No
"ikke gift og var det ikke Eduard , der rakte mig den ? Havde min fader nydt alt , så var han","vel vandret heden . Dog , bort med den mistanke ,","ville en Broder kunne begå Brodermord . Og dog , har jeg ikke bemærket hans hykleri mod min",1872_Valdemar_KjaerlighedHaevnOgFrelse.txt,1872,vandret heden,vandr* heden,Yes
"for at forvirre syndige menneskers sjæle . Alt vort værk og Gjærning skal være til guds ære . Så talte Kresten om folkeånd og fædreland . Det kender a slet ikke noget til . A kender kun til guds ånd og det himmelske fædreland , og det andet bryder a mig ikke om , for det er kuns verdens værk og ugudelighed ligesom politik og det . Vi","skal bare tragte efter at få fred med gud og blive et guds barn , og det har a været lige siden mit tyvende år . Men har vi ikke fred med gud , så ser det sort ud , for vi skal nok lade være at komme i himmerig","ved hoppen og springen og skyden og de kunster . Derfor vil a ikke være med i Krestens skydeforening , og a vil råde andre fra det også , skønt der er vel ikke mange , der regner mine ord ; for a mener , det værk er ikke af gud .",1896_Skytte_Faergefolk.txt,1896,få fred,f* fred,No
"sig over hans hæder , oplevede den ikke . Flans stolte moder havde jo nu ligget et år i sin grav ,",og gamle Johan Rantzow var hensovet i løbet af,året . Men nu Kæthe ? Vel blev hun rystet op ved,1899_EwaldHF_DanielRantzow.txt,1899,hensovet,hensov*,Yes
"vidste , at han havde sin afdøde faders ubøjelige energi ; han ville sikkert der ovre skabe et nyt Høgholm . Men",så skulle hun jo miste ham !,"Denne tanke gjennemisnede hende , hun så på én gang skyen trække over sit hoved , nu vidste hun ,",1889_Birck_AageEllerEbbe.txt,1889,miste ham,miste* ham,No
"thi Edmonds mord gjorde et så forfærdeligt indtryk på hende , at hun blev meget syg og nogle",måneder efter afgik ved døden .,"Knækbein , der ikke turde opholde sig i ncw > iork , rejste den følgende morgen til Hamborg med Julianes",1870_AT_DenVanvittigesBoernEllerSkurkenPaaNoerrebro.txt,1870,afgik ved døden,afg* ved døden,Yes
i sovekammeret ovenpå hamrede og bankede utålmodige hjerter .,Medens Jørgen sov ind med billedet af sin,"løjtnant , der gabte lig svarten , når den kom ud i dagen fra stalddøren , og efter at Torbjørg",1883_LieJ_FamiljenPaaGilje.txt,1883,sov ind,sov* ind,No
"tog ind i dag for at følge ham til dampskibet og var netop på hjemvejen , da jeg så dig . «",» Og de har mistet ham for min skyld ! «,"Udbrød Ingeborg angerfuld . Jeg har ikke mistet ham , « sagde madam",1893_Baadsgaard_ToUngeKvinder.txt,1893,mistet ham,miste* ham,No
"blege , udtærede åsyn . „ Nu , er du der , Gert , “ sagde han . „ Gud signe","dig , at du kom ! Nødigt ville jeg vandret heden","uden at få talt med dig . Nu må du ikke forlade mig , før jeg får udstridt . “",1898_EwaldH_KristianDenAnden.txt,1898,vandret heden,vandr* heden,Yes
Uden at se på frøken sållstrøm greb jeg hende uvilkårligt ved hånden og sagde : » Vi,får se at komme hjem ; det bliver sent . «,"hun fulgte mig , men da vi kom ud til slæden , brast hun ud i en kold , klingende",1884_Winterhjelm_Intermezzoer.txt,1884,komme hjem,kom* hjem,No
meget omtalte begivenhed på jagrvcjcn . Erik munk- er uskyldig som et nyfødt barn .,Hanne Jensen har endt sit liv ved et selvmord .,Men endogså efter døden synes hun at skulle gribe ødelæggende ind i Erik Munks tilvær lsc .,1877_Hjelm_KoebenhavnskDemimondeLiv.txt,1877,endt sit liv,end* sit liv,Yes
Læberne mødtes atter og atter . Viola klyngede sig ængstelig til ham som om hun srygtede igen at,miste ham .,Da vekslede drømmens billede . Hun syntes at hun skulle passere en lang og,1877_RygaardHa_PerlefiskerensSoen_1.txt,1877,miste ham,miste* ham,No
Denne stilleståen var dræbende . Det monotone : » Hver dag lige som den anden «,Kan til sidst dysse i søvn . Man sover ind og — drømmer .,"Hvor havde han ikke længtes efter den ukendte frelser , som han så i sine drømme ! Den store",1881_Kieler_LavrekasKorhoinen.txt,1881,sover ind,sov* ind,No
"bliver for os vor villie , vor samvittighed , vort hjærte . Det er gået os som de gamle lydere .",Våbnene har man taget fra os og givet os,"fløjter istedet . Anton , min øreng ; du har farlige anlæg !",1877_Drachmann_Tannhauser.txt,1877,taget fra os,taget fra os,No
"sig , da mesteren tilbød ham sin datters hånd . Det nummer af lytte-posten blev særlig",revet bort i Adelgade . Enhver af mester Frantzens,42 naboer ville ganske naturlig med egne øjne se,1894_Cavling_FraDeDybeDale.txt,1894,revet bort,revet bort,No
"Kan sånt noget virkelig være tilfældet , Ask ? — jeg tror nok , der er noget i det ! svarede han .","— ellers plejer det gå bort med årene , så vidt","jeg ved ! . . . Du får i al fald trøste dig med det , du , som aldrig vil gifte dig ! Han smilte",1897_MadsenT_UnderKundskabensTrae.txt,1897,gå bort,g* bort,No
"dem for at have været gal , og have lidt af den fikse ide , der er meget almindelig i sindsygehospitalerne , at man forfulgte dem og tragtede dem efter livet . Deres fortælling om at man havde dræbt deres mand ville yderligere bestyrke mistanken imod dem . “ Selma stod målløs overfor så meget uforskammet oprigtighed .","„ Men når jeg nu , ved min stakkels mands egen håndskrift kan bevise hvorledes han er kommet af dage eller rettere , hvorledes han ventede at komme af dage og efter al sandsynlighed også- kom — hvad siger de så ? “","„ Det kunne måske blive et , skønt ikke farligt våben , “ sagde dokteren smilende , „ men tillad mig nu et spørgsmål . — hvor er det brev de taler om . “ Nu først slog det som et lyn ned i Selma , at man også havde bemægtiget sig hendes papirer .",1876_Karstens_FrederikDenSyvendesUngdom_2.txt,1876,komme af dage,kom* af dage,Yes
tillid og kærlighed . Iaften var det som bemærket gået noget,"over den tid , da faderen plejede at komme hjem .","Han var i reglen i klubben til kl . 7 , sjældent længere , og fra klubben til hans hjem var der",1883_Russow_Turi.txt,1883,komme hjem,kom* hjem,No
"Avis , hvorpå han havde sat sin maraschino , og læste der bekjendtgjørelsen om , at enkefru falk var",afgået ved døden . Den var ganske enkelt undertegnet,"„ hendes sørgende datter Ely falk . “ „ Nu da , Schrader . . . det er dig ! “",1879_LieJ_AdamSchrader.txt,1879,afgået ved døden,afg* ved døden,Yes
"brev ? Du kan ikke blive ved at svare nej , Elise . Familien spørger om grunden og den stakkels",mand går i graven af sorg .,"— lad ham det , har han ikke bedre forstand , mama . Jeg vil ikke have ham ! Hvad kan det",1880_SommerO_VilHanVinde.txt,1880,går i graven,g* i graven,Yes
"en lille bitte smule mere trivelig , men lige sød og huslig ; Peter rejste bort » på en profession « ;","Ane havde » skiftet « ; Kims var hensovet , Hektor","med , og deres forklarede ånder skuede ned på deres efterfølgere . Kun Jens , hvis sindige",1878_Broendsted_IBoelgegang.txt,1878,hensovet,hensov*,Yes
morgen — 5te April — blev de lukkede for stedse . Otte år tidligere end nogen Ribe,"nogensinde havde lukket sine øjne ,",o samme aften kom byfoged vold og kassereren,1890_DahlJ_Tugtemesteren.txt,1890,lukket sine øjne,lukke* sine øjne,Yes
"Af papirerne vil det fremgå , at jeg er brodersøn af den danske godsejer","George Edvard David Werner , der afgik ved døden","29de september 1888 , at denne under 7de juli samme år har indsat",1899_Muusmann_TrettenTrumfer.txt,1899,afgik ved døden,afg* ved døden,Yes
"Årene gik , og alt som de gik , blev han mere og mere optaget af politikken , agiterede mand og mand imellem med stigende Iver . — det var gode år ; han havde meget arbejde , holdt mange svende og stod sig godt . Som en følge af alt dette begyndte han også at få","indflydelse , og blandt de indfødte var stillingen heller ikke just den samme som før ; den gamle sognefoged var vandret heden , og den mand , der nu havde mest at sige , var venstremand . Snart begyndte der en almindelig forskydning mod venstre .","Det var urolige kampår med ministerstormeri og visnepolitik , med hån og provisorietrusler — uden for Hulby ; i Hulby tog de den sag som enhver anden sag med den største ro som noget , der ikke videre vedkom dem . Der kom en tid , da de alle var venstremænd — Hulbyerne havde fra gammel tid ord for , al tid at være enige — da en del af dem endog holdt aviser , da alle de , der mødte ved valgene — det var for øvrigt ikke så farligt mange — stemte til den rette side ; men",1898_Thisted_EnSkaersild.txt,1898,vandret heden,vandr* heden,Yes
"tåle , at jeg ikke har været så selvfornegtende , at jeg ikke skulle have håbet , at disse uskyldige — disse",vårens første blomster også turde udånde deres Duft,for deres skyldfrie døtre ? « » Det må de gerne . Men gør mig så den,1881_Fibiger_MineSoestre.txt,1881,udånde,udånde*,No
"det rene , og med et kraftig sovepulver i maven kan sove døgnet rundt .",Han gik bort og åbnede vinduet og satte,"sig dér . Det var lys nat og koldt , så han måtte svøbe sjalet om sig . Nedenunder sig",1895_Finne_Rachel.txt,1895,gik bort,g* bort,No
"klare sine tanker . Noget efter lænede han sig tilbage i stolen , foldede armene over",brystet og lukkede sine øjne . » Den barnefader ! «,"Sagde han . » Den skjoldlus !---------det burde have været anderledes ! Jeg tror , jeg",1890_MoellerN_Haendelser.txt,1890,lukkede sine øjne,lukke* sine øjne,No
"arv gå tabt for den retmæssige ejer , hvorimod en køn lille del af den vil tilflyde os , dersom disse to personer",fik i sinde at himle .,"Bob for sammen . Han havde for mange år siden myrdet faderen ,",1877_Hjelm_DoedensHemmeligheder_1.txt,1877,himle,himl*,No
"ude på kirkegulvet , måtte han tvinge sig for ikke at komme til at græde . De lød ham som","en afsked , de ord . Han så sig revet bort fra","moderen af en rå magt , og moderen stå og se efter ham og blive ved at se og ikke kunne",1888_Stuckenberg_IGennembrud.txt,1888,revet bort,revet bort,No
"og pleje , at den ej skulle sygne hen og dø . Og så bar han mig frem , som på sine hænder , og","hver en glæde , livet udåndede , den søgte han","at lede i mit spor , og hvert et lys , solen udstrålede , det søgte han at sprede over min vej ,",1895_Henckel_AnnaSofieReventlow.txt,1895,udåndede,udånde*,No
